11;2;13;31;57;

11;2;15;29;57;

11;3;13;29;56;

11;2;13;31;57;

13;2;13;28;56;

11;2;13;4;30;

11;2;13;3;29;

12;2;13;2;29;

11;2;13;2;28;

13;2;14;2;31;

11;2;13;2;28;

11;2;15;2;30;

11;2;13;2;28;

11;2;14;2;29;

13;2;13;2;30;

11;2;13;2;28;

11;2;15;29;57;

11;2;13;30;56;

11;2;14;31;58;

12;2;13;28;55;

